gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,age_group
2,1,1.21,44,2,4,17.99,1,0,1,0.03,0,0
2,1,15.0,24,1,0,17.99,0,1,2,0.6,2,2
0,1,5.22,24,1,1,17.99,0,3,5,0.21,0,4
0,1,0.52,37,3,3,17.99,1,4,4,0.01,2,0
1,2,8.35,32,0,3,13.99,1,0,2,0.25,0,2
2,1,3.98,39,1,4,17.99,1,2,3,0.1,3,0
1,2,0.24,13,4,4,13.99,1,1,5,0.02,0,1
1,1,20.0,41,5,1,17.99,1,2,2,0.48,3,2
0,0,20.8,27,1,2,8.99,0,3,5,0.74,1,2
2,0,0.95,41,3,0,8.99,1,3,5,0.02,2,0
0,1,3.33,11,2,2,17.99,1,1,3,0.28,0,1
2,0,5.21,9,1,1,8.99,0,3,2,0.52,5,4
0,0,3.15,26,3,1,8.99,1,2,2,0.12,1,4
0,1,3.27,21,5,3,17.99,1,4,1,0.15,0,2
2,0,4.15,39,1,1,8.99,1,4,5,0.1,1,0
1,1,13.49,51,5,4,17.99,1,2,1,0.26,4,4
0,1,26.05,42,5,4,17.99,0,1,4,0.61,6,4
0,1,8.86,35,0,1,17.99,0,2,5,0.25,3,2
0,1,8.74,49,0,1,17.99,1,2,1,0.17,5,2
1,0,0.8,35,4,3,8.99,1,3,1,0.02,6,4
2,0,16.91,23,0,2,8.99,0,1,4,0.7,5,0
1,0,7.12,10,3,0,8.99,0,3,1,0.65,3,2
0,2,5.68,54,3,3,13.99,1,3,3,0.1,6,3
0,0,18.19,23,2,2,8.99,0,3,3,0.76,6,0
1,1,10.14,42,2,1,17.99,0,0,5,0.24,3,2
2,1,20.85,57,3,1,17.99,0,3,4,0.36,3,1
2,1,14.3,32,0,3,17.99,1,3,5,0.43,3,2
0,2,18.3,56,0,3,13.99,1,2,3,0.32,4,2
0,1,3.64,12,2,4,17.99,0,0,4,0.28,3,4
0,1,1.25,37,1,2,17.99,1,4,5,0.03,0,2
0,0,3.72,37,4,3,8.99,1,2,1,0.1,2,0
1,0,1.27,43,1,2,8.99,1,2,2,0.03,6,4
1,1,2.52,32,1,4,17.99,1,4,4,0.08,3,2
1,2,1.68,33,0,0,13.99,1,0,3,0.05,3,1
2,1,0.43,23,2,4,17.99,0,0,4,0.02,4,4
0,0,3.46,48,4,4,8.99,1,0,4,0.07,3,2
1,0,5.46,5,4,3,8.99,0,3,2,0.91,4,0
2,1,2.22,43,1,3,17.99,1,3,4,0.05,2,2
0,1,27.23,53,3,0,17.99,0,3,3,0.5,2,1
1,2,8.18,36,4,2,13.99,1,0,2,0.22,2,2
1,1,4.6,16,5,2,17.99,0,4,4,0.27,0,4
2,0,12.13,50,5,4,8.99,1,1,1,0.24,5,2
0,0,3.65,55,5,0,8.99,1,1,5,0.07,1,2
2,0,10.87,31,5,1,8.99,1,2,4,0.34,1,2
2,0,30.06,37,4,3,8.99,0,3,2,0.79,0,2
1,1,2.68,55,0,3,17.99,1,3,1,0.05,0,2
1,2,2.31,28,1,1,13.99,1,4,1,0.08,4,0
1,2,22.72,32,3,1,13.99,0,4,1,0.69,5,2
2,1,4.76,27,4,2,17.99,1,1,4,0.17,2,4
2,1,2.74,19,1,1,17.99,1,2,3,0.14,6,0
0,2,17.42,27,1,0,13.99,0,0,5,0.62,0,2
0,1,10.22,56,0,3,17.99,0,2,5,0.18,3,2
2,1,5.12,18,4,0,17.99,0,4,1,0.27,0,3
0,1,2.3,1,5,2,17.99,0,1,3,1.15,1,3
0,1,19.3,42,2,0,17.99,1,3,4,0.45,5,2
2,2,4.89,58,5,2,13.99,1,2,2,0.08,0,4
2,2,24.11,31,2,1,13.99,0,4,3,0.75,6,0
2,0,0.86,5,4,4,8.99,1,2,2,0.14,2,0
1,1,1.91,44,2,2,17.99,1,1,1,0.04,0,0
2,0,14.32,47,5,1,8.99,1,0,1,0.3,4,2
2,0,0.09,25,2,1,8.99,1,1,2,0.0,6,2
1,1,9.68,57,1,1,17.99,1,3,1,0.17,2,4
1,2,13.71,51,4,2,13.99,1,2,1,0.26,4,4
0,1,11.99,54,3,0,17.99,1,0,2,0.22,4,0
1,1,7.18,53,1,4,17.99,0,2,4,0.13,1,0
1,2,7.26,43,4,0,13.99,1,4,1,0.17,0,4
1,1,3.51,30,2,4,17.99,0,4,5,0.11,0,2
1,1,16.61,34,4,2,17.99,0,2,4,0.47,1,4
0,0,6.96,4,1,3,8.99,0,4,2,1.39,4,2
2,1,4.99,10,3,3,17.99,1,2,2,0.45,1,2
1,2,3.73,5,2,1,13.99,0,4,2,0.62,1,2
0,0,4.81,22,5,3,8.99,1,3,2,0.21,0,1
0,2,4.28,14,3,4,13.99,0,2,5,0.29,6,3
0,2,10.98,20,0,2,13.99,0,3,5,0.52,6,0
1,1,3.06,24,3,2,17.99,0,4,4,0.12,5,4
2,2,16.86,34,5,3,13.99,1,0,2,0.48,0,2
2,2,9.41,46,0,3,13.99,1,1,3,0.2,3,0
1,1,1.61,29,1,2,17.99,1,4,1,0.05,3,3
0,1,0.38,37,3,3,17.99,1,1,5,0.01,0,3
0,1,0.54,16,3,0,17.99,1,0,1,0.03,6,4
1,0,5.8,39,3,2,8.99,1,2,4,0.14,2,0
0,2,6.15,13,3,4,13.99,0,3,5,0.44,4,4
0,2,3.98,49,4,4,13.99,1,2,4,0.08,3,4
1,1,1.9,31,2,2,17.99,1,3,1,0.06,4,4
2,1,7.93,60,4,2,17.99,0,2,4,0.13,2,3
1,2,1.23,50,1,0,13.99,1,4,3,0.02,1,4
2,0,8.69,35,4,3,8.99,1,3,1,0.24,1,0
1,0,21.16,23,2,3,8.99,0,0,5,0.88,5,2
2,2,8.61,45,3,2,13.99,1,1,3,0.19,4,2
2,2,14.41,51,1,4,13.99,1,3,1,0.28,1,4
1,2,1.36,4,3,1,13.99,0,3,5,0.27,5,4
0,0,0.03,51,3,1,8.99,1,0,1,0.0,4,4
2,0,19.21,57,1,1,8.99,1,3,4,0.33,2,4
2,2,0.83,12,5,2,13.99,1,1,4,0.06,1,0
0,2,9.39,41,5,2,13.99,0,4,5,0.22,3,4
0,1,3.31,59,2,1,17.99,1,4,1,0.06,6,0
1,1,0.87,48,1,4,17.99,1,2,4,0.02,0,2
2,1,2.99,46,2,4,17.99,1,1,4,0.06,5,0
0,1,15.71,20,3,2,17.99,0,0,5,0.75,6,1
1,1,11.56,18,5,0,17.99,0,1,1,0.61,6,2
0,0,7.93,60,1,0,8.99,1,1,1,0.13,0,4
0,2,23.72,34,3,4,13.99,0,4,4,0.68,1,2
0,1,17.57,16,4,4,17.99,0,4,4,1.03,1,4
0,2,0.53,1,2,1,13.99,0,0,5,0.27,6,2
1,0,3.09,43,5,2,8.99,1,2,5,0.07,4,2
2,2,1.09,37,5,1,13.99,1,0,5,0.03,2,2
2,2,10.25,28,3,0,13.99,0,2,4,0.35,1,1
1,1,17.56,13,1,3,17.99,0,2,3,1.25,5,4
1,1,32.92,33,1,2,17.99,0,2,4,0.97,3,1
0,0,1.71,3,0,2,8.99,1,1,3,0.43,6,4
2,1,11.61,38,3,2,17.99,1,0,3,0.3,4,4
2,1,14.44,48,0,3,17.99,1,1,3,0.29,1,1
2,2,8.31,30,1,2,13.99,0,4,1,0.27,0,4
0,0,11.48,34,4,4,8.99,1,2,1,0.33,4,4
1,1,1.99,17,0,3,17.99,1,1,5,0.11,0,0
2,2,8.12,56,0,3,13.99,0,0,4,0.14,4,2
2,0,1.4,58,1,3,8.99,1,2,5,0.02,3,0
1,2,4.13,32,0,3,13.99,1,0,1,0.13,4,4
0,0,23.72,49,4,0,8.99,1,3,5,0.47,2,1
0,2,8.12,26,5,3,13.99,0,0,3,0.3,3,1
2,2,1.24,60,2,3,13.99,1,2,5,0.02,4,0
2,2,22.67,51,3,0,13.99,0,4,2,0.44,2,0
0,0,13.35,17,3,4,8.99,0,4,1,0.74,1,4
2,1,25.07,29,3,4,17.99,0,0,4,0.84,3,0
0,2,5.47,31,5,3,13.99,1,2,1,0.17,6,2
1,0,11.65,22,1,1,8.99,0,4,2,0.51,1,4
0,0,1.79,14,5,1,8.99,1,4,1,0.12,2,0
0,0,5.61,18,2,2,8.99,1,1,2,0.3,4,4
0,2,3.26,39,2,4,13.99,1,2,2,0.08,3,4
0,2,3.67,13,4,3,13.99,1,2,3,0.26,0,0
1,1,1.12,55,1,4,17.99,1,1,5,0.02,2,4
0,1,15.94,54,4,0,17.99,1,1,2,0.29,0,0
2,1,8.32,48,0,1,17.99,1,1,5,0.17,6,4
0,1,22.68,40,2,4,17.99,0,1,2,0.55,4,2
1,1,0.58,57,2,4,17.99,1,4,3,0.01,6,4
2,0,11.81,14,1,1,8.99,0,4,2,0.79,3,2
0,0,0.95,44,1,2,8.99,1,4,4,0.02,0,4
0,1,0.67,8,1,1,17.99,0,2,4,0.07,6,4
2,1,3.67,19,1,3,17.99,0,2,5,0.18,0,2
0,2,16.97,55,1,3,13.99,1,3,4,0.3,1,2
2,2,8.61,11,0,4,13.99,0,3,3,0.72,5,2
1,1,4.15,53,0,1,17.99,1,0,4,0.08,2,0
0,0,6.63,24,2,2,8.99,1,1,3,0.27,3,0
0,0,13.01,32,1,3,8.99,1,1,2,0.39,1,1
0,0,8.83,13,1,1,8.99,0,1,4,0.63,6,2
0,1,31.33,29,3,2,17.99,0,3,2,1.04,4,1
2,0,0.5,54,1,0,8.99,1,1,1,0.01,1,2
1,1,8.39,59,0,2,17.99,1,2,3,0.14,4,2
2,0,18.39,44,0,3,8.99,1,0,1,0.41,1,4
0,0,12.03,28,1,2,8.99,0,2,4,0.41,1,4
0,0,0.64,21,5,2,8.99,1,4,1,0.03,3,1
0,2,3.9,32,5,3,13.99,1,4,5,0.12,6,4
2,0,4.86,33,5,3,8.99,1,2,5,0.14,2,2
2,0,10.01,46,1,2,8.99,1,4,3,0.21,1,0
0,0,4.45,60,3,1,8.99,1,3,4,0.07,0,4
2,1,9.85,54,5,0,17.99,1,2,1,0.18,0,4
0,2,6.37,48,1,2,13.99,0,0,5,0.13,5,2
2,2,24.23,52,0,3,13.99,0,3,2,0.46,2,4
2,0,13.94,32,3,3,8.99,1,4,1,0.42,0,1
0,2,2.56,3,3,1,13.99,0,2,4,0.64,2,2
1,2,1.55,1,1,1,13.99,0,2,2,0.78,4,2
0,1,4.46,40,5,2,17.99,1,1,1,0.11,1,4
1,1,7.98,20,2,0,17.99,0,0,3,0.38,0,2
2,2,9.6,54,1,1,13.99,1,3,4,0.17,0,4
0,1,3.16,8,2,4,17.99,1,1,1,0.35,4,4
2,1,1.85,33,4,1,17.99,1,2,2,0.05,3,1
2,2,14.71,11,1,1,13.99,0,1,1,1.23,6,4
0,1,0.19,54,2,2,17.99,1,4,2,0.0,3,4
1,1,20.0,22,3,1,17.99,0,2,5,0.87,6,4
1,0,12.51,30,5,2,8.99,0,4,2,0.4,5,4
1,2,12.19,24,4,4,13.99,0,2,1,0.49,0,1
1,0,17.3,36,2,4,8.99,1,3,3,0.47,3,2
1,1,17.83,37,1,1,17.99,0,0,4,0.47,0,3
1,0,7.08,23,1,0,8.99,0,0,5,0.29,0,0
0,1,12.07,15,5,0,17.99,0,2,1,0.75,2,0
1,0,6.06,30,2,3,8.99,0,0,4,0.2,5,1
0,0,24.21,35,4,1,8.99,0,4,1,0.67,3,2
2,2,3.19,53,5,4,13.99,1,3,4,0.06,6,3
0,2,11.81,9,5,2,13.99,0,0,4,1.18,4,3
2,0,6.1,26,4,4,8.99,0,0,2,0.23,1,2
1,2,10.77,23,3,1,13.99,0,4,3,0.45,6,4
0,2,4.68,11,0,4,13.99,1,3,5,0.39,1,0
1,2,17.8,54,3,0,13.99,1,2,1,0.32,0,4
2,2,2.79,10,2,0,13.99,1,3,1,0.25,6,0
0,1,8.6,9,2,3,17.99,0,3,1,0.86,6,2
2,2,4.57,60,4,3,13.99,1,3,3,0.07,5,2
1,2,2.43,6,3,4,13.99,0,1,5,0.35,5,0
1,1,21.47,51,5,3,17.99,0,4,3,0.41,6,4
2,1,16.89,33,5,1,17.99,0,2,4,0.5,5,3
1,1,2.96,33,5,3,17.99,1,4,5,0.09,0,0
2,1,22.29,19,0,4,17.99,0,3,1,1.11,1,0
1,0,10.37,30,4,4,8.99,0,4,2,0.33,3,4
2,2,8.02,28,4,3,13.99,0,3,5,0.28,3,4
2,0,15.79,22,5,2,8.99,0,2,5,0.69,6,2
2,0,15.26,48,1,2,8.99,1,0,1,0.31,1,2
0,0,0.36,3,1,2,8.99,1,2,4,0.09,4,4
0,0,0.75,6,4,3,8.99,1,2,3,0.11,5,2
2,2,3.19,45,5,2,13.99,1,3,2,0.07,1,2
1,0,2.04,59,5,1,8.99,1,0,5,0.03,3,4
1,2,30.99,52,2,3,13.99,0,3,4,0.58,4,4
2,0,20.06,32,5,4,8.99,0,2,3,0.61,3,4
0,1,3.91,53,2,2,17.99,1,4,4,0.07,0,0
2,1,1.98,25,5,2,17.99,1,3,2,0.08,5,2
0,0,1.04,16,3,2,8.99,1,0,5,0.06,1,2
0,2,3.47,58,5,1,13.99,1,3,3,0.06,1,1
0,1,10.75,48,5,2,17.99,0,4,4,0.22,6,2
1,0,14.05,12,1,2,8.99,0,3,2,1.08,5,3
1,1,10.71,53,5,0,17.99,1,0,1,0.2,2,2
2,0,4.78,51,4,0,8.99,1,3,1,0.09,5,2
2,1,4.11,41,1,2,17.99,1,3,2,0.1,3,2
1,0,6.47,47,2,3,8.99,1,4,2,0.13,6,1
2,0,10.29,26,5,2,8.99,1,4,1,0.38,5,2
0,0,10.17,19,1,2,8.99,0,2,5,0.51,2,2
2,2,3.04,48,2,4,13.99,1,1,2,0.06,4,4
0,2,0.21,44,0,2,13.99,1,3,3,0.0,2,4
0,0,5.62,58,2,2,8.99,1,4,4,0.1,2,0
1,0,14.73,23,0,0,8.99,0,1,1,0.61,5,2
0,1,0.65,34,0,2,17.99,1,3,4,0.02,3,4
2,1,17.01,43,5,0,17.99,1,4,2,0.39,3,3
0,1,15.57,24,2,2,17.99,0,0,4,0.62,2,0
2,0,1.28,39,5,0,8.99,1,0,5,0.03,2,0
1,1,2.95,30,5,0,17.99,1,4,2,0.1,4,4
0,0,21.76,33,1,1,8.99,0,1,4,0.64,0,4
1,1,16.85,33,4,1,17.99,1,3,1,0.5,4,2
1,1,19.63,18,1,1,17.99,0,1,5,1.03,4,4
0,0,23.89,18,4,2,8.99,0,1,4,1.26,4,0
0,0,2.95,41,5,1,8.99,1,4,2,0.07,5,2
2,0,30.44,60,4,4,8.99,0,3,2,0.5,4,2
1,1,4.77,30,3,0,17.99,1,2,1,0.15,0,1
2,2,20.57,43,1,2,13.99,0,0,3,0.47,3,0
0,1,4.03,3,3,2,17.99,0,4,5,1.01,5,4
2,2,12.66,12,1,0,13.99,0,2,1,0.97,5,2
0,0,11.16,31,1,1,8.99,1,3,1,0.35,2,2
2,1,3.63,57,2,1,17.99,1,0,5,0.06,6,4
0,0,5.19,37,5,4,8.99,1,1,1,0.14,5,3
1,0,9.89,7,2,4,8.99,0,3,2,1.24,4,2
1,0,3.83,28,2,0,8.99,1,0,4,0.13,6,2
1,2,3.65,2,1,1,13.99,0,4,4,1.22,5,2
0,1,1.29,22,3,1,17.99,0,2,5,0.06,1,4
2,2,19.59,23,3,2,13.99,0,2,1,0.82,1,2
2,1,4.52,59,3,3,17.99,1,1,3,0.08,1,2
2,0,12.9,48,0,4,8.99,1,3,4,0.26,0,2
2,2,18.33,21,0,0,13.99,0,3,5,0.83,1,0
1,0,10.77,24,0,3,8.99,0,4,2,0.43,4,4
1,0,5.11,8,3,0,8.99,0,1,1,0.57,5,0
1,0,0.5,60,3,4,8.99,1,0,2,0.01,6,2
0,1,33.77,31,1,4,17.99,0,4,4,1.06,0,2
0,1,1.02,39,4,1,17.99,1,1,3,0.03,3,4
1,1,7.8,59,3,0,17.99,1,2,2,0.13,5,2
2,0,3.64,15,4,2,8.99,1,1,4,0.23,3,0
1,1,16.37,45,1,0,17.99,0,2,4,0.36,1,0
2,2,3.29,50,5,3,13.99,1,1,3,0.06,4,2
1,1,1.98,26,1,1,17.99,0,4,4,0.07,4,3
1,1,5.31,25,2,1,17.99,0,3,3,0.2,6,2
1,2,1.05,18,0,4,13.99,1,4,3,0.06,3,0
2,0,14.06,50,3,1,8.99,1,3,1,0.28,2,4
2,0,0.27,35,2,2,8.99,1,0,2,0.01,3,2
2,0,17.72,22,0,2,8.99,0,1,3,0.77,1,0
2,1,1.76,28,4,0,17.99,0,0,4,0.06,2,0
1,1,30.91,51,3,3,17.99,0,4,1,0.59,3,1
1,0,1.18,39,1,4,8.99,1,2,2,0.03,6,0
0,0,5.0,48,0,0,8.99,1,1,1,0.1,3,4
1,0,0.41,48,2,3,8.99,1,0,5,0.01,2,2
1,2,8.96,34,5,2,13.99,1,3,2,0.26,1,4
2,1,7.86,10,4,4,17.99,0,0,1,0.71,3,0
0,2,1.21,14,2,3,13.99,1,1,5,0.08,3,4
0,0,0.05,25,2,0,8.99,1,2,4,0.0,0,0
0,0,7.59,36,4,2,8.99,1,0,3,0.21,4,4
1,0,22.41,15,5,4,8.99,0,3,4,1.4,0,4
2,1,13.15,57,4,4,17.99,1,1,5,0.23,0,0
1,0,12.3,29,4,0,8.99,1,2,1,0.41,3,3
2,0,29.76,50,2,2,8.99,0,1,3,0.58,0,4
2,0,18.91,36,1,0,8.99,1,2,1,0.51,4,4
0,2,5.93,39,3,0,13.99,1,3,5,0.15,6,1
0,1,1.85,5,2,1,17.99,0,2,5,0.31,3,4
2,0,28.57,55,4,0,8.99,0,4,3,0.51,3,4
0,0,2.46,53,5,1,8.99,1,1,1,0.05,3,1
1,0,22.77,47,5,2,8.99,1,1,5,0.47,2,2
0,1,2.89,22,5,2,17.99,0,4,5,0.13,2,2
2,1,15.02,11,3,3,17.99,0,4,2,1.25,1,2
1,2,7.28,12,5,4,13.99,0,0,1,0.56,1,2
0,2,1.62,37,3,3,13.99,1,1,3,0.04,4,2
2,1,12.34,19,4,3,17.99,0,2,3,0.62,5,4
1,2,10.76,50,5,2,13.99,1,4,2,0.21,3,4
2,1,13.72,59,1,0,17.99,1,1,5,0.23,3,4
1,2,22.78,16,4,1,13.99,0,2,5,1.34,6,4
0,0,1.76,48,3,3,8.99,1,2,2,0.04,6,2
1,1,14.85,10,1,4,17.99,0,0,1,1.35,4,4
1,0,0.75,46,1,4,8.99,1,3,3,0.02,4,2
2,2,19.15,40,1,1,13.99,1,2,2,0.47,4,0
2,2,5.57,53,2,3,13.99,1,1,5,0.1,2,2
2,2,6.72,18,2,4,13.99,0,0,4,0.35,2,2
2,0,14.07,52,2,0,8.99,1,3,3,0.27,5,4
2,2,4.86,19,5,2,13.99,0,4,4,0.24,3,4
0,0,1.82,46,5,4,8.99,1,0,3,0.04,5,3
0,2,4.39,14,3,4,13.99,1,2,2,0.29,5,4
1,2,3.37,18,4,3,13.99,0,2,5,0.18,4,0
1,2,2.01,5,3,1,13.99,0,0,2,0.33,2,0
1,0,6.54,55,0,2,8.99,1,4,2,0.12,1,0
2,2,4.33,25,2,2,13.99,0,0,4,0.17,5,4
2,2,32.62,26,0,3,13.99,0,1,1,1.21,6,1
2,1,11.35,37,4,4,17.99,1,4,2,0.3,5,4
1,1,2.34,44,4,1,17.99,1,3,5,0.05,3,1
0,0,13.51,53,3,1,8.99,1,2,4,0.25,2,3
2,0,3.89,33,2,4,8.99,1,2,1,0.11,0,3
0,0,8.48,39,0,3,8.99,1,2,5,0.21,5,4
1,1,9.02,26,3,0,17.99,0,2,4,0.33,6,4
1,0,4.98,30,5,2,8.99,1,3,4,0.16,5,0
2,1,4.21,31,2,1,17.99,1,3,5,0.13,2,4
1,0,4.89,35,4,1,8.99,1,4,3,0.14,3,0
2,1,7.15,9,2,1,17.99,0,2,3,0.72,1,3
1,0,0.12,22,5,4,8.99,1,2,4,0.01,1,2
2,2,10.82,51,2,2,13.99,1,0,2,0.21,1,0
1,1,2.57,60,5,3,17.99,1,3,3,0.04,0,0
2,1,2.85,15,0,4,17.99,1,4,3,0.18,1,0
2,1,8.6,37,0,0,17.99,1,1,3,0.23,2,1
0,1,8.34,32,1,3,17.99,1,1,2,0.25,5,2
1,2,20.69,43,0,1,13.99,0,0,2,0.47,0,0
2,1,13.49,21,5,4,17.99,0,0,4,0.61,3,0
1,2,0.93,4,1,4,13.99,1,1,1,0.19,6,4
2,0,3.64,50,5,3,8.99,1,2,1,0.07,0,2
0,2,13.77,45,5,1,13.99,1,4,1,0.3,4,4
0,2,1.56,10,2,4,13.99,1,3,5,0.14,4,4
0,2,10.14,49,2,3,13.99,1,3,4,0.2,0,2
2,2,31.73,46,0,4,13.99,0,0,1,0.68,3,3
2,0,6.63,10,5,4,8.99,0,4,2,0.6,2,0
0,0,1.84,5,4,1,8.99,1,4,5,0.31,6,4
1,0,3.37,54,5,0,8.99,1,4,5,0.06,1,2
1,2,5.32,54,2,0,13.99,0,4,4,0.1,3,4
2,2,21.29,26,4,1,13.99,0,3,3,0.79,5,0
2,0,20.26,41,0,1,8.99,1,1,1,0.48,2,0
0,2,4.1,52,5,1,13.99,1,2,1,0.08,3,0
1,1,2.11,23,0,3,17.99,1,2,3,0.09,2,2
1,1,12.65,23,3,4,17.99,0,2,3,0.53,1,4
1,0,2.74,52,4,2,8.99,1,2,4,0.05,0,1
2,0,8.52,10,1,3,8.99,0,0,4,0.77,0,2
2,1,18.21,35,1,1,17.99,0,3,2,0.51,6,0
0,2,2.14,44,3,0,13.99,1,3,3,0.05,1,3
1,2,6.49,46,5,1,13.99,1,2,3,0.14,3,4
2,2,2.95,4,1,1,13.99,0,4,3,0.59,6,0
1,1,5.08,25,4,1,17.99,0,4,4,0.2,4,0
1,0,1.92,46,3,3,8.99,1,2,4,0.04,3,0
0,0,5.61,11,2,2,8.99,0,4,4,0.47,6,2
0,2,12.85,23,5,3,13.99,0,3,5,0.54,0,0
0,0,3.11,11,1,4,8.99,1,0,2,0.26,6,4
2,2,20.49,53,4,1,13.99,0,3,5,0.38,6,4
2,0,19.48,16,4,0,8.99,0,2,3,1.15,5,4
1,1,0.55,40,4,0,17.99,1,0,5,0.01,6,2
0,0,0.46,1,1,3,8.99,1,0,1,0.23,1,0
1,2,6.19,60,2,1,13.99,1,3,3,0.1,4,0
2,1,1.03,38,3,4,17.99,1,1,5,0.03,1,0
2,2,17.54,40,1,1,13.99,1,3,5,0.43,3,4
0,0,9.88,18,0,0,8.99,0,3,3,0.52,0,1
1,2,13.21,31,5,2,13.99,1,0,2,0.41,0,3
1,0,6.46,49,2,2,8.99,1,2,3,0.13,2,1
1,2,11.42,16,3,3,13.99,0,4,5,0.67,1,4
2,2,1.24,55,2,3,13.99,1,0,5,0.02,4,0
1,2,10.71,20,1,2,13.99,0,2,3,0.51,2,0
2,2,10.2,18,1,0,13.99,0,3,5,0.54,1,4
0,2,5.54,40,5,2,13.99,1,1,3,0.14,4,2
2,2,1.12,24,2,3,13.99,1,3,2,0.04,2,0
2,2,0.79,23,5,4,13.99,0,4,4,0.03,3,3
1,0,23.81,23,0,0,8.99,0,4,1,0.99,1,4
2,0,9.08,39,1,2,8.99,1,3,5,0.23,4,4
2,2,4.68,4,1,3,13.99,0,3,1,0.94,3,2
1,1,0.88,1,2,2,17.99,0,0,2,0.44,6,0
1,0,3.32,16,5,0,8.99,1,3,4,0.2,2,0
0,1,4.07,56,5,0,17.99,1,0,4,0.07,0,4
0,0,11.25,13,1,3,8.99,0,1,4,0.8,6,0
2,2,6.46,16,4,3,13.99,0,2,2,0.38,3,1
1,0,4.83,15,2,1,8.99,1,0,4,0.3,4,4
2,1,0.27,59,3,4,17.99,1,3,2,0.0,2,1
0,1,22.59,24,5,3,17.99,0,0,4,0.9,5,2
2,1,13.4,11,3,1,17.99,0,2,3,1.12,1,1
1,2,4.17,38,5,4,13.99,1,4,1,0.11,6,1
0,2,1.63,58,3,2,13.99,1,3,3,0.03,2,1
2,2,20.65,58,3,0,13.99,0,4,4,0.35,2,1
1,1,11.09,9,4,2,17.99,0,3,3,1.11,5,2
0,1,5.65,24,1,4,17.99,0,0,2,0.23,6,2
1,2,3.65,42,3,4,13.99,1,2,1,0.08,3,4
0,0,2.6,46,2,0,8.99,1,3,5,0.06,6,2
0,1,2.48,19,3,2,17.99,1,2,2,0.12,6,4
2,0,22.74,28,5,3,8.99,0,3,1,0.78,6,4
0,0,5.87,37,2,3,8.99,1,4,5,0.15,6,2
2,0,8.97,56,1,1,8.99,1,0,4,0.16,1,0
0,0,3.74,38,0,1,8.99,1,2,4,0.1,3,4
1,2,1.38,41,0,1,13.99,1,2,3,0.03,3,2
2,0,8.9,23,1,2,8.99,1,4,1,0.37,1,2
2,2,6.76,41,1,4,13.99,1,1,2,0.16,4,1
0,0,5.25,28,1,1,8.99,0,3,4,0.18,1,4
1,2,4.09,37,3,2,13.99,1,3,2,0.11,6,0
2,0,13.38,23,3,3,8.99,0,3,1,0.56,6,4
2,1,5.79,21,3,1,17.99,0,3,3,0.26,4,0
1,2,4.19,47,2,1,13.99,1,1,2,0.09,4,0
0,1,3.87,45,1,3,17.99,1,3,2,0.08,2,4
0,1,6.49,14,3,4,17.99,0,0,1,0.43,3,4
1,2,1.02,23,1,4,13.99,1,4,3,0.04,2,4
1,0,9.09,60,5,0,8.99,1,3,1,0.15,0,0
0,1,3.45,44,5,4,17.99,1,1,3,0.08,0,0
0,2,10.91,37,5,4,13.99,0,4,5,0.29,2,2
2,0,8.89,23,2,3,8.99,1,1,3,0.37,5,2
2,0,9.96,22,5,4,8.99,0,3,5,0.43,3,0
1,0,0.35,57,1,3,8.99,1,3,1,0.01,1,4
2,0,10.08,46,4,1,8.99,1,1,5,0.21,6,2
0,1,11.97,17,3,0,17.99,0,4,4,0.67,0,3
1,2,0.66,5,5,1,13.99,1,1,1,0.11,4,4
1,1,1.04,26,3,1,17.99,0,4,4,0.04,2,4
1,1,18.23,38,5,3,17.99,1,4,2,0.47,0,1
2,1,2.86,16,4,2,17.99,1,2,1,0.17,1,4
1,2,3.52,24,5,2,13.99,1,1,5,0.14,0,4
2,0,8.45,58,4,3,8.99,1,4,3,0.14,2,2
0,1,0.69,24,2,2,17.99,1,1,5,0.03,6,2
2,1,6.26,16,3,2,17.99,0,2,5,0.37,3,2
1,0,21.84,44,5,1,8.99,1,4,2,0.49,2,4
2,1,12.74,58,1,0,17.99,1,1,2,0.22,3,0
2,0,33.1,28,5,1,8.99,0,0,2,1.14,3,4
2,1,14.56,45,4,3,17.99,1,1,3,0.32,5,4
1,1,6.14,58,1,0,17.99,0,2,4,0.1,1,2
1,2,3.86,28,0,1,13.99,1,4,3,0.13,6,1
1,0,0.19,5,4,2,8.99,1,2,2,0.03,6,0
2,2,2.68,48,1,1,13.99,1,1,3,0.05,1,2
0,0,20.8,33,2,3,8.99,0,0,2,0.61,5,2
1,2,20.47,41,5,1,13.99,0,4,3,0.49,2,0
1,2,6.56,30,3,1,13.99,0,2,4,0.21,6,4
0,2,18.34,48,2,2,13.99,1,2,1,0.37,0,2
1,0,1.45,18,5,3,8.99,1,0,4,0.08,4,0
1,2,11.84,36,2,4,13.99,0,0,4,0.32,4,2
2,0,14.88,12,4,4,8.99,0,2,3,1.14,6,0
2,2,11.54,41,2,3,13.99,0,4,4,0.27,1,4
0,2,9.13,7,0,1,13.99,0,2,1,1.14,3,4
0,1,3.85,46,3,4,17.99,1,4,2,0.08,4,0
0,1,22.18,18,0,2,17.99,0,2,1,1.17,1,4
1,0,3.05,59,3,4,8.99,1,0,1,0.05,0,0
1,2,5.54,26,4,4,13.99,0,2,4,0.21,2,2
0,0,4.06,9,0,1,8.99,1,3,5,0.41,6,2
